"probeID" "BETA" "SE" "P_VAL"
"1" "cg13869341" -0.00122490248416761 0.00974297065788276 0.899952252479168
"2" "cg24669183" -0.0302190984057279 0.0134931756751083 0.0251179517680227
"3" "cg15560884" 0.00351488876759032 0.00661540249061195 0.595197769286331
"4" "cg01014490" 0.000148841844918069 0.00097210265787594 0.878308928452034
"5" "cg17505339" 0.0025821198648276 0.00165228809197225 0.118110461958691
"6" "cg11954957" 0.00445736415975445 0.0125790991041541 0.723078960245839
"7" "cg16736630" 0.00012694586265864 0.00712715184967656 0.985789163664381
"8" "cg05898754" 0.00881796103669139 0.00710334853344306 0.214465079823276
"9" "cg03128332" 0.00306329980415776 0.00566711416854012 0.588824937376932
"10" "cg16619049" -0.0155438125868397 0.0145154460306426 0.28423851647797
"11" "cg05475702" -0.00157334119479059 0.0111929526269123 0.888213330761104
"12" "cg18147296" -0.0126689381139801 0.0106990535679922 0.236366496286718
"13" "cg05597748" -0.00081838492059655 0.0115271210254229 0.943400563655681
"14" "cg10988531" -0.00048079403099094 0.00819368216910427 0.953208082090368
"15" "cg13938959" -0.00267980175966464 0.0181631891993355 0.882705600068413
"16" "cg12445832" 0.00481211165196604 0.0132655568259928 0.716789904509933
"17" "cg23999112" -0.00321331729076493 0.0207328496843958 0.876831751645412
"18" "cg11527153" -0.00124621997818526 0.00534913916422196 0.815780197246079
"19" "cg04195702" 0.000847666283079982 0.011345201407675 0.940440802304246
"20" "cg08128007" -0.0218858535261098 0.0236395582577258 0.354542220703426
"21" "cg23733394" 0.00127382758226968 0.0153672957502585 0.933937327110241
"22" "cg13371836" 0.000263394104038833 0.000469930937610162 0.575141612412164
"23" "cg04407431" 0.000231282539814863 0.000367169951977414 0.528756115484927
"24" "cg13565718" 0.000502153608428799 0.0038399210227095 0.895955785491344
"25" "cg01097950" -0.0089924627944828 0.0136628892737705 0.510430829558204
"26" "cg08900511" -0.00369035189130174 0.00994949090827664 0.710705598405378
"27" "cg04410003" 0.0092746429506602 0.0127035905614444 0.465341018440749
"28" "cg12726839" 0.00541236730250799 0.0194898961534493 0.78124174908621
"29" "cg04364728" 0.00229229474516967 0.0111748062360444 0.83747008681157
"30" "cg05151709" -0.00731815911460973 0.00858651463887431 0.394055833324154
"31" "cg08546707" -0.00436200214477515 0.0117411176677959 0.710253934089541
"32" "cg06154531" 0.00663362623160451 0.0153169605829365 0.664949208410813
"33" "cg01782097" -0.00695849859627301 0.0127838718409646 0.58622228338495
"34" "cg20825023" -0.0147797979630559 0.00800904793006203 0.064981171551687
"35" "cg12549180" -0.00879315239262295 0.00746788121733313 0.239010833493861
"36" "cg11851804" -0.00811716103407055 0.00663548934176978 0.221218289309068
"37" "cg06623778" -0.0228539733961774 0.0150501607418669 0.128883306189559
"38" "cg14528386" -0.0273948697252818 0.0119769274950009 0.0221781068146965
"39" "cg17436295" -0.00565928935029215 0.00993559549114983 0.568950792925127
"40" "cg18865112" -0.014780245596827 0.0111497624675136 0.184968645472667
"41" "cg19642727" 0.00462785084932868 0.0141135846045534 0.742986927778694
"42" "cg21407818" -0.012253872775583 0.0103166636169844 0.234922156161994
"43" "cg22226438" 0.0049289200437696 0.0329280168406905 0.881010990357334
"44" "cg08029603" -0.0038106700006672 0.0103340267544966 0.712314246969509
"45" "cg16347928" 0.0037491202104303 0.0112685387138385 0.739355565527318
"46" "cg22699361" -0.0150367274411854 0.0115833162591108 0.194240379988752
"47" "cg03890988" -0.00435583378140968 0.00441065992871932 0.323363467439083
"48" "cg21786289" -0.0142225816932057 0.0102017180221888 0.163276559500786
"49" "cg13897241" 0.00145174239883091 0.0186826080564978 0.938062276455844
"50" "cg13176867" -0.0077304527431043 0.009817633173111 0.431044862783763
"51" "cg15105996" -0.0152348994426636 0.00954906851242677 0.110615431644795
"52" "cg02565062" -0.00403322062438117 0.00750956493958676 0.591213874042186
"53" "cg09856436" -0.00418516970313126 0.00685003511783717 0.541219079094735
"54" "cg19159092" -0.00859878648031387 0.00837483930672082 0.304542685451245
"55" "cg08132177" -0.000142584767851987 0.00104864680887056 0.891844800256908
"56" "cg27050229" -0.000404242876527632 0.00245415627886566 0.869166217144324
"57" "cg06931612" -0.00782311262653673 0.00771185050632211 0.310378845029893
"58" "cg11407801" -0.0145111952825091 0.00589343467556874 0.0138062788517605
"59" "cg01197763" -0.00399724874721046 0.008329863062321 0.631320059790227
"60" "cg01980454" 0.00191328511230872 0.00176448747991059 0.278218909431053
"61" "cg16352085" 0.000995696054660829 0.00151309185845922 0.510503473190232
"62" "cg04839849" -0.00305374370637886 0.00154689421699525 0.0483689158324302
"63" "cg03725447" -0.000674136246906087 0.00334331609150975 0.840200512756406
"64" "cg25215298" -0.00504759904980871 0.00443656668214015 0.255234745141904
"65" "cg04672450" 0.00112585883789158 0.00154820536336986 0.467101904225555
"66" "cg27487046" -0.000413440956672511 0.000466827363804574 0.375811584124846
"67" "cg06091566" 0.00278920969910126 0.0029005025033061 0.33623558689426
"68" "cg03735847" -0.000157878075757 0.000417448829727041 0.705283932367194
"69" "cg03180780" -0.000333204843887664 0.000566081315327545 0.556118513788978
"70" "cg09166659" 0.000932575001865931 0.000678506514496024 0.169301234799373
"71" "cg05527507" -0.00134575001501624 0.00142554744659143 0.345157738144917
"72" "cg14324200" -0.00236500188391413 0.00226864792624518 0.297192912125219
"73" "cg13856810" 0.000656097145011708 0.00781462368162891 0.933090133245398
"74" "cg02896266" -0.00746741102576109 0.0102689531502898 0.467113687822517
"75" "cg13806162" -0.00619085564065967 0.0107954438943334 0.566326980681647
"76" "cg23225454" -0.0104018849806136 0.0157313491747756 0.508471144066518
"77" "cg00976181" -0.0032187513434594 0.0142451970137076 0.821237629230925
"78" "cg10711230" -0.00974850046528627 0.0138150758333678 0.48041067569813
"79" "cg00145911" -0.0153476909667602 0.0129277564079142 0.235153055462017
"80" "cg13546858" 0.0263643656042308 0.0128681136403651 0.0404803501655875
"81" "cg06531475" 0.0265095768531652 0.020525168681786 0.196508044723605
"82" "cg14156792" -0.0077841601797062 0.0120679816154102 0.518910429712327
"83" "cg24997886" -0.0060423161834207 0.00870162678404141 0.487438127204997
"84" "cg01727431" 0.0169586317483627 0.0123105076811045 0.168334942275961
"85" "cg10146935" 0.000417810369603999 0.00235024401654146 0.858901105393107
"86" "cg02439789" -0.000531198489197383 0.0032459385690428 0.870006525163895
"87" "cg24362661" 0.00292188877404874 0.00546024458459874 0.592566540033032
"88" "cg05819296" -0.00383831774960411 0.0121736429929161 0.752535873536025
"89" "cg00582671" 0.00846845892274362 0.0155442305870496 0.585892755837556
"90" "cg22485363" -0.0204210041090423 0.0120053937543984 0.0889456566555981
"91" "cg06036236" -0.0118470171888379 0.00947599061762531 0.211221343328511
"92" "cg13904806" -0.0120771606895868 0.011655622894617 0.30012468418667
"93" "cg03269716" -0.0190291898607449 0.00987843065728733 0.0540622655560157
"94" "cg04121631" -0.00314088847478577 0.00380619139720096 0.409255170082785
"95" "cg23440882" -0.0011419209163519 0.000960183177725261 0.234331851674396
"96" "cg23112672" 0.00227698120651167 0.00190939718366223 0.233060106610437
"97" "cg15896339" -0.000984516815642941 0.000627404993791353 0.116603980508316
"98" "cg12454161" -0.00401282593481405 0.00520708737197522 0.440916231933008
"99" "cg09180262" -0.00159941354419245 0.00152762149162376 0.295101437251639
"100" "cg24045482" 0.000109453120419789 0.00103363586174756 0.915668539057297
"101" "cg09988062" 0.000298775480678519 0.00047119986460061 0.526032671441052
"102" "cg22416074" -0.00436745215667155 0.00182882791172178 0.0169350217898492
